分类,测试类型,标准问题,测试问题,关键词,是否成功,ID匹配,关键词匹配,关键词命中率,最高相似度,匹配问题1,匹配问题2,答案摘要
理赔流程,标准问题,理赔申请被驳回的原因是什么？,理赔申请被驳回的原因是什么？,"理赔驳回,申请被拒,自费购药",成功,是,否,33%,0.817,理赔申请被驳回的原因是什么？,理赔未通过的原因是什么？,理赔申请被驳回是因为自费购药不在保障范围内。如果购买的双通道药品是经过医保报销，且在住院期间发生的费
理赔流程,标准问题,理赔立案需要多长时间？,理赔立案需要多长时间？,"理赔时效,立案时间,审核周期",失败,否,否,33%,0.863,立案需要多长时间？,理赔立案需要多长时间？,传统理赔一般在3个工作日内立案，30天内结案；快赔常规案件需要5-7个工作日，复杂案件30天内结案。
理赔流程,标准问题,理赔金额为什么按年度计算而不是按治疗周期？,理赔金额为什么按年度计算而不是按治疗周期？,"年度计算,治疗周期,免赔额累计",成功,是,否,33%,0.866,理赔金额为什么按年度计算而不是按治疗周期？,快赔系统没带出来这一段时间的就诊记录，走的传统通道,您好，宁惠保保障周期为自然年度（每年1月1日至12月31日），理赔金额按年度累计计算，不按单次治疗周
理赔流程,标准问题,理赔门槛是多少？超过多少费用可以申请理赔？,理赔门槛是多少？超过多少费用可以申请理赔？,"免赔额,门槛费,理赔标准",成功,是,否,33%,0.872,理赔门槛是多少？超过多少费用可以申请理赔？,你告诉我达到多少费用就可以理赔吧？,您好，责任不同申请标准也存在差异，具体如下所示：
责任一基础款超过1.5万元、升级版超过1.45万元
理赔流程,标准问题,理赔需要多长时间？,理赔需要多长时间？,"理赔时间,处理时效,多久能赔",成功,是,否,0%,0.814,理赔需要多长时间？,理赔审核需要多长时间？,您好，理赔时效如下：
1. 快赔：3个工作日内完成；
2. 传统理赔：5-7个工作日内完成；
3. 
理赔流程,标准问题,申请理赔的方式有哪些？哪种方式更方便？,申请理赔的方式有哪些？哪种方式更方便？,"理赔方式,申请赔款,线上申请",成功,是,是,67%,0.876,申请理赔的方式有哪些？哪种方式更方便？,理赔申请有哪些方式？哪种方式更方便？,理赔方式包括线上申请和线下提交。线上申请通过官方平台或APP操作，更为便捷快速，建议优先选择线上方式
理赔流程,标准问题,立案需要多长时间？,立案需要多长时间？,"立案时间,理赔进度,结案周期",成功,是,否,0%,0.770,立案需要多长时间？,理赔立案需要多长时间？,传统理赔一般在3个工作日内立案，30天内结案；快赔常规案件需要5-7个工作日，复杂案件30天内结案。
理赔流程,标准问题,线下办理理赔指导地址和时间是什么？,线下办理理赔指导地址和时间是什么？,"线下理赔,办理地点,窗口地址",失败,否,否,33%,0.890,线下办理理赔的地址和时间是什么？,线下办理理赔指导地址和时间是什么？,线下办理理赔的地址是南京市秦淮区长白街346号中国人保理赔大厅一楼宁惠保窗口，工作时间是周一到周五早
理赔流程,标准问题,线下办理理赔的地址和时间是什么？,线下办理理赔的地址和时间是什么？,"线下理赔地址,工作时间",成功,是,是,100%,0.921,线下办理理赔的地址和时间是什么？,线下理赔地址在哪里？,线下办理理赔的地址是南京市秦淮区长白街346号中国人保理赔大厅一楼宁惠保窗口，工作时间是周一到周五早
理赔流程,标准问题,线下理赔地址和工作时间是什么？,线下理赔地址和工作时间是什么？,"线下理赔,地址,工作时间",成功,否,是,100%,0.915,线下办理理赔的地址和时间是什么？,线下理赔地址和工作时间是什么？,线下办理理赔的地址是南京市秦淮区长白街346号中国人保理赔大厅一楼宁惠保窗口，工作时间是周一到周五早
理赔流程,标准问题,线下理赔地址在哪里？,线下理赔地址在哪里？,线下理赔地址,成功,是,是,100%,0.926,线下理赔地址在哪里？,线下理赔地址和工作时间是什么？,南京宁惠保线下理赔地址为南京市秦淮区长白街346号，人保财险城南分公司宁惠保5号窗口。工作人员将协助
理赔流程,标准问题,线下理赔网点地址和工作时间是什么？,线下理赔网点地址和工作时间是什么？,"线下理赔,网点地址,工作时间",成功,否,是,67%,0.913,线下理赔地址和工作时间是什么？,线下理赔网点地址和工作时间是什么？,线下理赔地址为南京市玄武区龙蟠中路37号中国人保理赔大厅一楼宁惠保窗口，工作时间为周一到周五早上8点
理赔流程,标准问题,请问门诊手术可以理赔吗,请问门诊手术可以理赔吗,"门诊手术,理赔,日间手术",成功,是,是,67%,0.860,请问门诊手术可以理赔吗,我看保单上有门诊手术免赔额是1000元。,您好，患有如下疾病(门诊日间手术病种清单)，在医院的门诊日间手术病房进行手术，并且是按照“门诊日间手
理赔计算,标准问题,我看保单上有门诊手术免赔额是1000元。,我看保单上有门诊手术免赔额是1000元。,"门诊手术,免赔额,1000元",成功,是,否,33%,0.857,我看保单上有门诊手术免赔额是1000元。,那之前门诊拍片子之类的算么？,您好，患有如下疾病(门诊日间手术病种清单)，在医院的门诊日间手术病房进行手术，并且是按照“门诊日间手
理赔计算,标准问题,免赔额不是按年算吗，为什么还有免赔额,免赔额不是按年算吗，为什么还有免赔额,"免赔额定义,免赔额含义,免赔额解释",成功,是,否,0%,0.821,免赔额不是按年算吗，为什么还有免赔额,理赔金额为什么按年度计算而不是按治疗周期？,24年：免赔额是年度内累计的（基础版99） ①责任一 医保范围内个人自付：免赔额 1.8万， 1.8
理赔计算,标准问题,未达免赔额是什么意思,未达免赔额是什么意思,"免赔额定义,免赔额含义,免赔额解释",成功,是,否,0%,0.838,未达免赔额是什么意思,那个直赔怎么没有报销,25年：免赔额是年度内累计的 （基础版99） ①责任一 医保范围内个人自付：免赔额 1.5万， 1.
理赔计算,标准问题,请问免赔额是多少,请问免赔额是多少,"免赔额金额,免赔额数额,自付额度",成功,是,否,0%,0.851,请问免赔额是多少,什么是免赔额？免赔额是多少？,升级保障版（150元版本）：①责任一：免赔额1.5至2万元之间赔付10%；2万元以上非既往症赔付90
理赔计算,标准问题,日间免赔只自费部分吗，我2024年跟明天俩次手术要分两次赔付吗,日间免赔只自费部分吗，我2024年跟明天俩次手术要分两次赔付吗,"免赔额,自付部分,日间手术",成功,是,是,67%,0.902,日间免赔只自费部分吗，我2024年跟明天俩次手术要分两次赔付,我看保单上有门诊手术免赔额是1000元。,25年：免赔额是年度内累计的（基础版99）①责任一 医保范围内个人自付：免赔额 1.5万， 1.5万
直赔快赔,标准问题,南京鼓楼医院南部院区住院可以直赔吗？,南京鼓楼医院南部院区住院可以直赔吗？,"南京鼓楼医院,直赔,住院理赔",成功,是,否,33%,0.908,南京鼓楼医院南部院区住院可以直赔吗？,今年还支持直赔吗？直赔医院有哪些？,理赔申请方式：方式一：住院前可进行直赔登记：适用人群，南京基本医疗保险参保人员，一年申请一次即可（或
直赔快赔,标准问题,那个直赔怎么没有报销,那个直赔怎么没有报销,"直赔,没有报销,赔付比例",成功,是,是,67%,0.885,那个直赔怎么没有报销,今年还支持直赔吗？直赔医院有哪些？,您好，本产品赔付比例为： 基础保障版（99元版本） ①责任一：免赔额1.5万至2万元之间赔付20%；
直赔快赔,标准问题,快赔系统没带出来这一段时间的就诊记录，走的传统通道,快赔系统没带出来这一段时间的就诊记录，走的传统通道,"免赔额,赔付比例,责任一",成功,是,是,100%,0.857,快赔系统没带出来这一段时间的就诊记录，走的传统通道,那个直赔怎么没有报销,24年：免赔额是年度累计的（基础版99）①责任一 医保范围内个人自付：免赔额 1.8万， 1.8万-
直赔快赔,标准问题,直赔登记怎么登记,直赔登记怎么登记,"直赔登记,如何登记,南京宁惠保",成功,是,是,67%,0.795,直赔登记怎么登记,住院手术需要装起搏器，怎么申请理赔？,直赔登记：需要提前在“南京宁惠保”公众号进行直赔登记并通过审核，（3个工作日内完成对登记信息的审核）
费用说明,标准问题,宁惠保的免赔额是如何计算的？,宁惠保的免赔额是如何计算的？,"免赔额计算,免赔额算方法,免赔额如何算",成功,是,否,0%,0.899,宁惠保的免赔额是如何计算的？,想请问下理赔的金额？,宁惠保设有免赔额，分为医保范围内个人自付和医保范围外个人自费两部分。医保范围内个人自付的免赔额为1.
退保流程,标准问题,如何办理退保手续？,如何办理退保手续？,"退保,取消保险,退款流程",成功,是,否,33%,0.860,如何办理退保手续？,已经划扣，需要取消，如何操作退费?,如需退保，请提供被保人的身份证号，并根据客服要求补充相关材料，如4.16的清单最后一页及5.10金额
退保流程,标准问题,取消自动续保这个,取消自动续保这个,"取消自动续保,退保,关闭续保",失败,否,否,33%,0.873,如何取消自动续保,这个自动续保我都不知道怎么就自动续保了？能取消订单吗,取消自动续保：①【我的南京APP】或微信服务号【南京宁惠保】“个人中心”--“我的保单”页面找到需要
退保流程,标准问题,这款产品的犹豫期有多久？,这款产品的犹豫期有多久？,"犹豫期,冷静期,退保",成功,是,否,33%,0.779,这款产品的犹豫期有多久？,这款产品的等待期/观察期有多久？,您好，这款产品无犹豫期。 您好，这款产品等待期分别为：
基础保障版（99元版本）：责任一、责任二、责
